index,reviewid,artist,title,score,author
92,452,arcade fire,funeral,9.7,david moore
93,5208,mekons,fear and whiskey,9.7,chris dahlen
94,8659,keith fullerton whitman,playthroughs,9.7,mark richardson
95,9552,various artists,the complete motown singles vol 5 1965,9.7,joe tangari
96,12058,blondie,parallel lines deluxe edition,9.7,scott plagenhoef
97,1059,the byrds,sweetheart of the rodeo,9.7,alexander lloyd linhardt
98,12518,animal collective,merriweather post pavilion,9.6,mark richardson
99,11901,leonard cohen,songs of leonard cohen,9.6,brian howe
100,2979,the fall,hex enduction hour,9.6,david raposa
101,6316,pixies,complete b sides,9.6,ryan kearney
102,4014,billie holiday,the ultimate collection,9.6,mark richardson
103,5461,mouse on mars,idiology,9.6,mark richard-san
104,3272,the fiery furnaces,blueberry boat,9.6,chris dahlen
105,2338,the dismemberment plan,emergency and i,9.6,brent dicrescenzo
106,11882,the jesus and mary chain,psychocandy,9.6,nitsuh abebe
107,6683,ramones,weird tales of the ramones,9.6,stephen m. deusner
108,20017,yo la tengo,extra painful,9.6,stuart berman
109,11921,liz phair,exile in guyville,9.6,chris dahlen
110,8608,ween,god ween satan the oneness,9.6,matt lemay
111,4123,iran,iran,9.6,brent s. sirota
112,17253,kendrick lamar,good kid maad city,9.5,jayson greene
113,11667,the beach boys,smiley smile,9.5,spencer owen
114,13443,the beatles,rock band,9.5,chris dahlen
115,13419,the beatles,please please me,9.5,tom ewing
116,1997,various artists,tropiclia a brazilian revolution in sound,9.5,joe tangari
117,8742,the wrens,the meadowlands,9.5,ryan schreiber
118,22506,minutemen,double nickels on the dime,9.5,marc masters
119,2199,miles davis,the complete in a silent way sessions,9.5,dominique leone
120,22348,big star,complete third,9.5,stephen thomas erlewine
121,13407,radiohead,amnesiac special collectors edition,9.5,scott plagenhoef
122,8768,kanye west,late registration,9.5,sean fennessey
123,11868,neil young,on the beach,9.5,rob mitchum
124,18172,kanye west,yeezus,9.5,ryan dombal
125,14083,galaxie 500,today,9.5,mark richardson
126,2039,various artists,goodbye babylon,9.5,andrew bryant
127,2002,various artists,the funky 16 corners,9.5,jason nickey
128,8562,tom waits,mule variations,9.5,zach hooker
129,2197,miles davis,live at the fillmore east  its about that time,9.5,dominique leone
130,2993,farben,textstar,9.5,mark richard-san
131,17324,interpol,turn on the bright lights the tenth anniversary edition,9.5,matt lemay
132,4113,interpol,turn on the bright lights,9.5,eric carr
133,3026,morton feldman ives ensemble,morton feldman string quartet (ii),9.5,chris dahlen
134,7791,slowdive,catch the breeze,9.5,nitsuh abebe
135,8763,scott walker,5 easy pieces,9.5,scott plagenhoef
136,1478,circulatory system,circulatory system,9.5,matt lemay
137,4457,the kinks,the village green preservation society,9.5,j.h. tompkins
138,13742,kraftwerk,the catalogue,9.5,tom ewing
139,11257,chuck berry,johnny b goode his complete 50s chess recordings,9.5,joshua klein
140,3597,guided by voices,human amusement at hourly rates the best of guided by voices,9.5,matt lemay
141,14890,nine inch nails,pretty hate machine,9.5,tom breihan
142,1271,can,box music,9.5,brent s. sirota
143,22642,leonard cohen,im your man,9.5,dorian lynskey
144,16859,frank ocean,channel orange,9.5,ryan dombal
146,16160,neutral milk hotel,box set,9.5,mark richardson
147,22555,gas,box,9.5,andy beta
148,10161,sly and the family stone,the collection,9.5,jess harvell
149,22035,lauryn hill,the miseducation of lauryn hill,9.5,carvell wallace
150,14687,david bowie,station to station,9.5,stuart berman
151,15959,john fahey,your past comes back to haunt you the fonotone years,9.5,grayson currin
152,22561,ice cube,death certificate,9.5,eric harvey
153,7903,t rex,electric warrior,9.5,brian james
154,574,basement jaxx,the singles,9.5,jess harvell
155,14623,miles davis,bitches brew,9.5,mark richardson
156,9356,john cale,paris 1919,9.5,matthew murphy
157,1621,elvis costello and the attractions,armed forces,9.5,matt lemay
158,385,the avalanches,since i left you,9.5,matt lemay
159,8347,underworld,king of snake eps,9.5,paul cooper
160,16022,u2,achtung baby,9.5,ryan dombal
161,15069,ride,nowhere,9.5,david bevan
162,15679,marvin gaye,whats going on,9.5,ryan dombal
163,14869,bruce springsteen,the promise the darkness on the edge of town story,9.5,mark richardson
164,3389,gang of four,entertainment,9.5,jess harvell
165,16810,roxy music,the complete studio records 1972 1982,9.5,tom ewing
166,5099,roots manuva,brand new second hand,9.5,paul cooper
167,15551,bon iver,bon iver bon iver,9.5,mark richardson
168,7277,patti smith,horses,9.4,chris dahlen
169,9616,joanna newsom,ys,9.4,chris dahlen
170,6502,public enemy,power to the people and the beats,9.4,sean fennessey
171,3035,fennesz,endless summer,9.4,mark richard-san
172,13168,blur,midlife a beginners guide to blur,9.4,scott plagenhoef
173,2345,dizzee rascal,boy in da corner,9.4,scott plagenhoef
174,5983,the olivia tremor control,dusk at cubist castle,9.4,matt lemay
175,11676,the replacements,sorry ma forgot to take out the trash,9.4,mark richardson
176,8677,wilco,summerteeth,9.4,neil lieberman
177,9514,chavez,better days will haunt you,9.4,matt lemay
178,9371,the beach boys,pet sounds 40th anniversary,9.4,dominique leone
179,5887,harry nilsson,nilsson schmilsson,9.4,andy beta
180,11203,various artists,the complete motown singles vol 9 1969,9.4,joe tangari
181,14330,refused,the shape of punk to come a chimerical bombination in 12 bursts,9.4,tom breihan
182,9760,fennesz,endless summer,9.4,mark richardson
183,7151,sigur ros,Ágaetis byrjun,9.4,brent dicrescenzo
184,20078,dangelo the vanguard,black messiah,9.4,craig jenkins
185,9701,bob wills and his texas playboys,legends of country music,9.4,stephen m. deusner
186,9474,the hold steady,boys and girls in america,9.4,scott plagenhoef
187,15197,simon and garfunkel,bridge over troubled water,9.4,stephen m. deusner
188,16032,rem,part lies part heart part truth part garbage 1982 2011,9.4,matthew perpetua
189,22255,caetano veloso,caetano veloso,9.4,andy beta
190,8435,the velvet underground,bootleg series vol 1 the quine tapes,9.4,luke buckman
191,10728,faust,iv,9.4,dominique leone
192,7089,shalabi effect,the trial of st orange,9.4,david m. pecoraro
193,1544,ornette coleman,this is our music,9.4,mark richard-san
194,2201,miles davis,the cellar door sessions 1970,9.4,dominique leone
195,22045,erykah badu,mamas gun,9.4,daphne a. brooks
196,577,william basinski,the disintegration loops i iv,9.4,joe tangari
197,223,aphex twin,selected ambient works 85 92,9.4,david m. pecoraro
198,5579,madvillain,madvillainy,9.4,rollie pemberton & nick sylvester
199,22132,the roots,things fall apart,9.4,marcus j. moore
200,15814,disco inferno,the 5 eps,9.4,jess harvell
201,10025,panda bear,person pitch,9.4,mark richardson
202,9063,various artists,the complete motown singles vol 4 1964,9.4,joe tangari
203,8321,ziq,tango n vectif,9.4,malcolm seymour iii
204,10643,pink floyd,the piper at the gates of dawn,9.4,joshua klein
205,8224,two lone swordsmen,stay down,9.3,paul cooper
206,22308,randy newman,good old boys,9.3,winston cook-wilson
207,13424,the beatles,beatles for sale,9.3,tom ewing
208,2976,the fall,50000 fall fans cant be wrong,9.3,alex linhardt
209,15811,girls,father son holy ghost,9.3,mark richardson
210,22643,bob dylan,bob dylan the 1966 live recordings,9.3,jesse jarnow
211,15393,mercury rev,deserters songs,9.3,stuart berman
212,11352,the microphones,the glow pt 2,9.3,brian howe
213,2556,disco inferno,di go pop,9.3,scott plagenhoef
214,9441,various artists,american hardcore the history of american punk rock 1980 1986,9.3,zach baron
215,1991,various artists,in the beginning there was rhythm,9.3,chris dahlen
216,12418,new order,movement,9.3,tom ewing
217,1014,built to spill,keep it like a secret,9.3,jason josephes
218,8436,the velvet underground,gold,9.3,mark richardson
219,8080,to rococo rot,the amateur view,9.3,ryan schreiber
220,12091,willie nelson,stardust legacy edition,9.3,stephen m. deusner
221,7053,sebadoh,iii,9.3,brandon stosuy
222,2573,dungen,ta det lugnt,9.3,brandon stosuy
223,2397,dntel,life is full of possibilities,9.3,paul cooper
224,7284,smog,dongs of sevotion,9.3,matt lemay
225,2978,the fall,the complete peel sessions 1978 2004,9.3,joe tangari
226,803,olivia block,mobius fuse,9.3,david m. pecoraro
227,1513,clinic,internal wrangler,9.3,matt lemay
228,4961,loretta lynn,van lear rose,9.3,stephen deusner
229,17963,vampire weekend,modern vampires of the city,9.3,ryan dombal
230,6180,prson sound,prson sound,9.3,luke buckman
231,11813,the red krayola,the parable of arable land,9.3,alex linhardt
232,8959,the zombies,odessey and oracle,9.3,liam singer
233,9591,pavement,wowee zowee sordid sentinels edition,9.3,mark richardson
234,787,blackalicious,blazing arrow,9.3,chris dahlen
235,4234,jan jelinek,loop finding jazz records,9.3,mark richard-san
236,22703,massive attack,mezzanine,9.3,nate patrin
237,1750,current 93,thunder perfect mind,9.3,brandon stosuy
238,10650,animal collective,strawberry jam,9.3,mark richardson
239,17389,the smashing pumpkins,mellon collie and the infinite sadness,9.3,ian cohen
240,4114,interpol,interpol,9.3,eric carr
241,13732,jawbox,for your own special sweetheart,9.3,matt lemay
242,10785,radiohead,in rainbows,9.3,mark pytlik
243,2501,bob dylan,no direction home the soundtrack the bootleg series vol 7,9.3,amanda petrusich
244,13654,u2,the unforgettable fire,9.3,ryan dombal
245,8223,two lone swordsmen,tiny reminders,9.3,paul cooper
246,21096,built to spill,theres nothing wrong with love,9.3,mark richardson
247,7803,the slits,cut,9.3,david raposa
248,20578,tame impala,currents,9.3,ian cohen
249,11183,nick lowe,jesus of cool,9.3,matt lemay
250,2575,dungen,ta det lugnt,9.3,brandon stosuy
251,20390,kendrick lamar,to pimp a butterfly,9.3,craig jenkins
252,10527,young marble giants,colossal youth and collected works,9.3,douglas wolk
253,11649,albert ayler,spiritual unity,9.3,mark richardson
254,20218,sufjan stevens,carrie and lowell,9.3,brandon stosuy
255,20458,jamie xx,in colour,9.3,mark richardson
256,22054,pulp,different class,9.3,simon reynolds
257,6119,orange juice,the glasgow school,9.3,scott plagenhoef
258,5160,max tundra,mastered by guy at the exchange,9.3,chris dahlen
259,17283,godspeed you black emperor,allelujah dont bend ascend,9.3,mark richardson
260,13444,big star,keep an eye on the sky,9.3,stephen m. deusner
261,5845,the notwist,neon golden,9.2,luke buckman
262,5159,max tundra,some best friend you turned out to be,9.2,matt lemay
263,11600,mogwai,young team,9.2,stuart berman
264,13159,dirty projectors,bitte orca,9.2,paul thompson
265,3602,guided by voices,propeller,9.2,stephen m. deusner
266,4187,jackie o motherfucker,fig 5,9.2,brent s. sirota
267,19423,various artists,c86,9.2,jason heller
268,18860,sun kil moon,benji,9.2,ian cohen
269,8266,talking heads,the name of this band is talking heads,9.2,scott plagenhoef
270,13960,joanna newsom,have one on me,9.2,mark richardson
271,9134,gram parsons,the reprise sessions,9.2,stephen m. deusner
272,22283,manuel gttsching,e2 e4,9.2,mark richardson
273,11981,sebadoh,bubble and scrape deluxe edition,9.2,amy granzin
274,22292,guided by voices,alien lanes,9.2,steven hyden
275,19326,swans,to be kind,9.2,stuart berman
276,21924,fleetwood mac,tusk,9.2,amanda petrusich
277,9155,various artists,rockin bones 1950s punk and rockabilly,9.2,amanda petrusich
278,12360,deerhunter,microcastle   weird era cont,9.2,marc hogan
279,12905,the monks,black monk time,9.2,joe tangari
280,14424,big boi,sir lucious left foot the son of chico dusty,9.2,tom breihan
281,10645,the modern lovers,the modern lovers,9.2,joshua klein
282,5006,m83,dead cities red seas and lost ghosts,9.2,matt lemay
283,12246,tv on the radio,dear science,9.2,chris dahlen
284,18667,arcade fire,reflektor,9.2,lindsay zoladz
285,8794,wolf parade,apologies to the queen mary,9.2,brandon stosuy
286,19418,led zeppelin,led zeppelin,9.2,mark richardson
287,1242,califone,califone,9.2,mark richard-san
289,9894,various artists,london is the place for me 4,9.2,dave stelfox
290,13233,isaac hayes,hot buttered soul,9.2,nate patrin
291,6465,pretty girls make graves,good health,9.2,kevin adickes
292,13668,various artists,warp20,9.2,scott plagenhoef
293,5269,the microphones,the glow pt 2,9.2,matt lemay
294,19860,sleater kinney,start together,9.2,jenn pelly
295,14257,lcd soundsystem,this is happening,9.2,ryan dombal
296,13428,the beatles,help,9.2,tom ewing
297,22131,pj harvey,dry,9.2,laura snapes
298,19906,underworld,dubnobasswithmyheadman,9.2,nick neyland
299,12516,nina simone,to be free the nina simone story,9.2,chris dahlen
300,17841,half japanese,gentlemen   not beasts,9.2,marc masters
301,952,broken social scene,you forgot it in people,9.2,ryan schreiber
302,7514,sufjan stevens,illinois,9.2,amanda petrusich
303,8572,the walkmen,bows and arrows,9.2,eric carr
304,13408,the beatles,past masters,9.2,douglas wolk
305,5268,the microphones,it was hot we stayed in the water,9.2,matt lemay
306,9431,missy elliott,respect me,9.2,jess harvell
307,11449,no age,nouns,9.2,amanda petrusich
308,9900,various artists,ultimate breaks and beats the complete collection,9.2,nate patrin
309,11582,gas,nah und fern,9.2,mark richardson
310,5883,non prophets,hope,9.2,rollie pemberton
311,18154,digable planets,blowout comb,9.2,mark richardson
312,10017,lcd soundsystem,sound of silver,9.2,mark pytlik
313,10901,miles davis,the complete on the corner sessions,9.2,dominique leone
314,9302,tortoise,a lazarus taxon,9.2,jess harvell
315,16651,paul mccartney linda mccartney,ram,9.2,jayson greene
316,637,belle and sebastian,push barman to open old wounds,9.2,scott plagenhoef
317,16843,paul simon,graceland 25th anniversary edition,9.2,joe tangari
318,14681,deerhunter,halcyon digest,9.2,marc hogan
319,8114,tortoise,standards,9.2,matt lemay
320,10970,various artists,the complete motown singles vol 8 1968,9.2,joe tangari
321,10747,various artists,the very best of ethiopiques hypnotic grooves from the legendary series,9.2,joe tangari
322,2066,various artists,the complete motown singles vol 3 1963,9.2,joe tangari
323,9957,nico,the frozen borderline 1968 1970,9.2,marc masters
325,22043,de la soul,buhloone mindstate,9.1,andrew nosnitsky
326,22343,neil young,time fades away,9.1,rob mitchum
327,11855,13th floor elevators,the psychedelic sounds of,9.1,stephen m. deusner
328,21909,chance the rapper,coloring book,9.1,kris ex
329,2065,various artists,the complete motown singles vol 2 1962,9.1,joe tangari
330,8664,keith fullerton whitman,multiples,9.1,mark richardson
331,8373,us maple,acre thrills,9.1,spencer owen
332,22039,suicide,suicide,9.1,marc masters
333,7537,the strokes,is this it,9.1,ryan schreiber
334,21279,the flaming lips,heady nuggs 20 years after clouds taste metallic,9.1,stuart berman
335,9658,clipse,hell hath no fury,9.1,sean fennessey
336,11269,hercules and love affair,hercules and love affair,9.1,philip sherburne
337,19890,jawbreaker,24 hour revenge therapy,9.1,brandon stosuy
338,2054,various artists,trax records 20th anniversary collection,9.1,scott plagenhoef
339,11680,mudhoney,superfuzz bigmuff deluxe edition,9.1,marc masters
340,5502,mm,yesterday was dramatic today is ok,9.1,matt lemay
341,1947,various artists,xen cuts,9.1,mark richard-san
342,19834,led zeppelin,led zeppelin iv,9.1,mark richardson
343,19257,the clientele,suburban light,9.1,mark richardson
344,21907,radiohead,a moon shaped pool,9.1,jayson greene
345,5982,the olivia tremor control,black foliage animation music vol 1,9.1,mark richard-san
346,9177,tv on the radio,return to cookie mountain,9.1,chris dahlen
347,12081,basic channel,bcd 2,9.1,philip sherburne
348,22212,terry riley,a rainbow in curved air,9.1,seth colter walls
349,21714,jay reatard,blood visions,9.1,evan minsker
350,2703,mark eitzel,the invisible man,9.1,joe tangari
351,21844,prince,parade,9.1,douglas wolk
352,10225,battles,mirrored,9.1,jess harvell
353,10594,various artists,wattstax: the living word,9.1,nate patrin
354,19090,unwound,rat conspiracy,9.1,jason heller
355,8082,amon tobin,supermodified,9.1,taylor m. clark
356,2642,danielson famile,ships,9.1,ryan schreiber
357,2771,eminem,the eminem show,9.1,ethan p.
358,7237,sleater kinney,one beat,9.1,rob mitchum
359,831,blur,13,9.1,brent dicrescenzo
360,519,bad brains,banned in dc bad brains greatest riffs,9.1,eric carr
361,638,belle and sebastian,if youre feeling sinister live at the barbican,9.1,scott plagenhoef
362,1408,rhys chatham,an angel moves too fast to see selected works 1971 1989,9.1,andy beta
363,3265,frog eyes,the golden river,9.1,matt lemay
364,4752,les savy fav,inches,9.1,matt lemay
365,16604,beach house,bloom,9.1,lindsay zoladz
366,685,the bevis frond,new river head,9.1,brandon stosuy
367,2500,bob dylan,the bootleg series vol 6 live 1964 concert at philharmonic hall,9.1,amanda petrusich
368,17726,my bloody valentine,m b v,9.1,mark richardson
369,16047,olivia tremor control,dusk at cubist castle,9.1,paul thompson
370,3279,franz ferdinand,franz ferdinand,9.1,brent dicrescenzo
371,8267,talking heads,talking heads brick,9.1,joe tangari
372,18091,disclosure,settle,9.1,larry fitzmaurice
373,4549,talib kweli,quality,9.1,sam chennault
374,1495,clearlake,cedars,9.1,brent dicrescenzo
375,13477,girls,album,9.1,tom breihan
376,7628,supersilent,6,9.1,chris dahlen
377,8650,the white stripes,de stijl,9.1,william bowers
378,14821,bob dylan,the bootleg series vol 9 the witmark demos 1962 1964,9.1,joshua love
379,13403,the feelies,crazy rhythms,9.1,mike powell
380,15881,m83,hurry up were dreaming,9.1,ian cohen
381,13430,the beatles,let it be,9.1,mark richardson
382,8514,viktor vaughn,vaudeville villain,9.1,rollie pemberton
383,6487,the prodigy,their law the singles,9.1,jess harvell
384,6449,prefuse 73,one word extinguisher,9.1,jascha hoffman
385,573,basement jaxx,kish kash,9.1,scott plagenhoef
386,5463,mouse on mars,glam,9.1,mark richardson
387,2001,various artists,peanut butter wolfs jukebox 45s,9.1,sam chennault
388,17037,grizzly bear,shields,9.1,lindsay zoladz
389,7533,the streets,a grand dont come for free,9.1,scott plagenhoef
390,2007,various artists,tigerbeat inc disc 1,9.0,ryan schreiber
391,21175,sun city girls,torch of the mystics,9.0,marc masters
392,19968,run the jewels,run the jewels 2,9.0,ian cohen
393,5041,the magnetic fields,69 love songs,9.0,nick mirov
394,11691,blue cheer,vincebus eruptum,9.0,alexander lloyd linhardt
395,16532,bright eyes,fevers and mirrors,9.0,ian cohen
396,13617,fuck buttons,tarot sport,9.0,joe colly
397,16524,opeth,blackwater park,9.0,ned raggett
398,7343,sonic youth,murray street,9.0,rob mitchum
399,2967,the fall,totally wired the rough trade anthology,9.0,joe tangari
400,9777,gang starr,mass appeal the best of gang starr,9.0,tom breihan
401,11894,various artists,how low can you go,9.0,amanda petrusich
402,8651,the white stripes,white blood cells,9.0,dan kilian & ryan schreiber
403,1135,vashti bunyan,just another diamond day,9.0,matthew murphy
404,10313,the clash,the singles,9.0,amanda petrusich
405,4767,liars,drums not dead,9.0,brandon stosuy
406,5575,mission of burma,a gun to the head a selection from the ace of hearts era,9.0,brian howe
407,6106,optimo,how to kill the dj,9.0,mark richardson
408,11326,carl craig,sessions,9.0,andy battaglia
409,6397,polysics,hey bob my friend,9.0,brent s. sirota
410,6059,out hud,street dad,9.0,eric carr
411,2522,dexys midnight runners,lets make this precious the best of dexys midnight runners,9.0,scott plagenhoef
412,9623,karen dalton,in my own time,9.0,stephen m. deusner
413,14797,robert wyatt,rock bottom,9.0,douglas wolk
414,1582,tony conrad faust,outside the dream syndicate,9.0,brent s. sirota
415,17131,tame impala,lonerism,9.0,ian cohen
416,11738,faust,faust,9.0,dominique leone
417,5142,mastodon,remission,9.0,brad haywood
418,20545,various artists,frankie knuckles house masters,9.0,david drake
419,14324,ariel pinks haunted graffiti,before today,9.0,mark richardson
420,16964,swans,the seer,9.0,mike powell
421,21022,deafheaven,new bermuda,9.0,jayson greene
422,13522,the flaming lips,embryonic,9.0,stuart berman
423,13762,elvis presley,elvis 75 good rockin tonight,9.0,mark richardson
424,11739,funkadelic,funkadelic,9.0,dominique leone
425,16765,van dyke parks,song cycle,9.0,jayson greene
426,10022,the field,from here we go sublime,9.0,jess harvell
427,2064,various artists,the complete motown singles vol 1 59 61,9.0,joe tangari
428,3637,ghostface killah,fishscale,9.0,ryan dombal
429,16732,fiona apple,the idler wheel is wiser than the driver of the screw and whipping cords will serve you more than ropes will ever do,9.0,ryan dombal
430,3489,godspeed you black emperor,lift your skinny fists like antennas to heaven,9.0,brent s. sirota
431,22569,otis redding,live at the whisky a go go,9.0,stephen thomas erlewine
432,10636,various artists,from dubplate to download the best of greensleeves records,9.0,jess harvell
433,13678,mulatu astatke,new york addis london the story of ethio jazz 1965 1975,9.0,joe tangari
434,10716,culture,two sevens clash the 30th anniversary edition,9.0,mike powell
435,6693,the rapture,echoes,9.0,ryan schreiber
436,6659,radiohead,amnesiac,9.0,ryan schreiber
437,10777,billie holiday,lady day the master takes and singles,9.0,mark richardson
438,17384,massive attack,blue lines,9.0,miles raymer
439,20200,lead belly,lead belly the smithsonian folkways collection,9.0,stephen m. deusner
440,13872,beach house,teen dream,9.0,mark richardson
441,16664,pauline oliveros,reverberations tape and electronic music 1961 1970,9.0,brian howe
442,6013,ooioo,feather float,9.0,spencer owen
443,10620,jens lekman,night falls over kortedala,9.0,marc hogan
444,351,auburn lull,alone i admire,9.0,christopher dare
445,22607,a tribe called quest,we got it from here thank you 4 your service,9.0,kris ex
446,21328,primal scream,screamadelica,9.0,tom ewing
447,7040,the sea and cake,oui,9.0,brent s. sirota
448,20056,william onyeabor,box set,9.0,andy beta
449,193,animal collective,feels,9.0,mark richardson
450,10983,various artists,the big stiff box set,9.0,stephen m. deusner
451,854,the books,thought for food,9.0,mark richard-san
452,36,ryan adams,heartbreaker,9.0,steven byrd
453,17676,miles davis,the bootleg series volume 2 live in europe 1969,9.0,hank shteamer
454,5561,mu,afro finger and gel,9.0,andy beta
455,2032,various artists,dfa compilation 2,9.0,nick sylvester
456,6975,saint etienne,travel edition 1990 2004,9.0,scott plagenhoef
458,17129,the velvet underground,the velvet underground and nico 45th anniversary,9.0,miles raymer
459,19222,grace jones,nightclubbing,9.0,andy beta
460,21843,prince,controversy,9.0,daphne a. brooks
461,12260,u2,under a blood red sky,9.0,scott plagenhoef
462,18586,darkside,psychic,9.0,ian cohen
463,1811,clap your hands say yeah,clap your hands say yeah,9.0,brian howe
464,9158,this heat,out of cold storage,9.0,jess harvell
465,21797,etta james,at last,9.0,amanda petrusich 
466,11851,turbonegro,ass cobra,9.0,brandon stosuy
467,22707,ray charles,swiss radio days vol 41 zurich 1961,9.0,seth colter-walls
468,1412,the chemical brothers,surrender,9.0,sarah zupko
469,4557,kraftwerk,minimum maximum,9.0,mark richardson
470,1333,johnny cash,the legend,9.0,amanda petrusich
471,12094,various artists,the complete motown singles vol 10 1970,9.0,joe tangari
472,2106,various artists,ohm the early gurus of electronic music 1948 1980,9.0,dominique leone
473,22420,bon iver,22 a million,9.0,amanda petrusich
474,260,the appleseed cast,low level owl vol i and ii,9.0,nathan rooney
475,22346,steve reich,the ecm recordings,9.0,seth colter walls
