index,reviewid,artist,title,score,author
118,13059,polly scattergood,polly scattergood,5.3,matthew perpetua
119,5222,melvins,mangled demos from 1983,5.3,austin gaines
120,3809,hellacopters,grande rock,5.3,steven byrd
121,11227,the big sleep,sleep forever,5.3,adam moerder
122,12647,ben kweller,changing horses,5.3,joshua love
123,11256,shelby lynne,just a little lovin,5.3,joshua klein
124,9219,james figurine,mistake mistake mistake mistake,5.2,brian howe
125,707,bionaut,lubricate your living room,5.2,paul cooper
126,20697,ben bridwell iron and wine,sing into my mouth,5.2,stephen m. deusner
127,9193,frog eyes,the future is inter disciplinary or not at all,5.2,john motley
128,17386,bjork,bastards,5.2,jayson greene
129,18073,bill ryder jones,a bad wind blows in my heart,5.2,dean van nguyen
130,19101,metronomy,love letters,5.2,nate patrin
131,19569,the vacant lots,departure,5.2,evan minsker
132,963,brothomstates,claro,5.2,paul cooper
133,18323,bloc party,the nextwave sessions,5.2,ian cohen
134,3701,neil michael hagerty,plays that good old rock and roll,5.2,mark richard-san
135,20143,san fermin,jackrabbit,5.2,ian cohen
136,9467,teddybears,soft machine,5.2,sean fennessey
137,8541,the visible men,Love:30,5.2,david raposa
138,3800,hefner,we love the city,5.2,mark richardson
139,4366,johnny boy,johnny boy,5.2,rob mitchum
140,20320,jeff the brotherhood,wasted on the dream,5.2,ian cohen
141,6032,orbital,the altogether,5.2,christopher dare
142,17513,ra ra riot,beta love,5.2,harley brown
143,19741,ex cops,daggers,5.2,ian cohen
144,5493,mudhoney,since weve become translucent,5.2,eric carr
145,8494,otto von schirach,8000 bc,5.2,mark richard-san
146,17543,meyhem lauren,mandatory brunch meetings,5.2,jonah bromwich
147,17486,masta killa,selling my soul,5.2,paul thompson
148,3604,guitar,tokyo,5.2,mark richardson
149,19933,kiesza,sound of a woman,5.2,larry fitzmaurice
150,21567,yuck,stranger things,5.2,evan rytlewski
151,19178,architecture in helsinki,now + 4eva,5.2,jamieson cox
152,4448,kings of convenience,quiet is the new loud,5.2,richard m. juzwiak
153,6619,quasi,early recordings,5.2,matt lemay
154,20643,neil young,the monsanto years,5.2,stuart berman
155,8935,zmrzlina,katastrophe vol 3,5.2,dominique leone
156,4225,jazzanova,remixes 1997 2000,5.2,paul cooper
157,9203,dabrye,Two / Three,5.2,ryan dombal
158,17712,strfkr,miracle mile,5.2,steven hyden
159,4169,the infadels,we are not the infadels,5.2,adam moerder
160,1921,various artists,sincerely yours,5.2,paul cooper
161,4588,kasabian,kasabian,5.2,johnny loftus
162,15794,css,la liberacin,5.2,stuart berman
163,9568,this american life,stories of hope and fear,5.2,chris dahlen
164,14894,half handed cloud,as stowaways in cabinets of surf we live out in our members a kind of rebirth,5.2,zach kelly
165,6752,rem,around the sun,5.2,stephen m. deusner
166,14153,incredible string band,incredible string band,5.2,andrew gaerig
167,12030,the byrds,live at the royal albert hall 1971,5.2,joshua klein
168,16837,friends,manifest,5.2,nick neyland
169,779,frank black,oddballs,5.2,ryan kearney
170,14553,young man,boy,5.2,ian cohen
171,12892,it hugs back,inside your guitar,5.2,matthew perpetua
172,10434,tied and tickled trio,aelita,5.2,brian howe
173,13254,bjork,voltaic,5.2,ryan dombal
174,14576,chief,modern rituals,5.2,joshua love
175,2593,die monitr batss,girls of war,5.2,adam moerder
176,12634,diplo,decent work for decent pay,5.2,jess harvell
177,11362,moby,last night,5.2,joshua klein
178,7897,tim delaughter,thumbsucker,5.2,rob mitchum
179,3463,glass candy,love love love,5.2,brandon stosuy
180,13547,spiral stairs,the real feel,5.2,matthew perpetua
181,11741,ben folds five,sunny 16,5.2,rob mitchum
182,15042,wanda jackson,the party aint over,5.2,ryan dombal
183,12818,cursive,mama im swollen,5.2,mia clarke
184,10454,gogol bordello,super taranta,5.2,joshua klein
185,16707,paul banks,julian plenti lives,5.2,brian howe
186,14481,the henry clay people,somewhere on the golden coast,5.2,paul thompson
187,12952,great northern,remind me where the light is,5.2,joshua love
188,16045,esben and the witch,hexagons,5.2,carrie battan
189,10410,digitalism,idealism,5.2,marc hogan
190,13488,the hidden cameras,Origin:Orphan,5.2,rob mitchum
191,14197,red sparowes,the fear is excruciating but therein lies the answer,5.2,david raposa
192,14549,the sword,warp riders,5.2,tom breihan
193,22660,coldcut,only heaven,5.2,philip sherburne
194,14313,melvins,the bride screamed murder,5.2,david raposa
195,10609,map of africa,map of africa,5.2,mark pytlik
196,8117,tortoise,its all around you,5.2,brent dicrescenzo
198,22128,gap dream,this is gap dream,5.2,ian cohen
199,5331,mirah black cat orchestra,to all we stretch the open arm,5.2,sam ubl
200,10063,call me lightning,soft skeletons,5.2,rob mitchum
201,4696,last days of may,inner system blues,5.2,dominique leone
202,16122,the big pink,future this,5.2,ian cohen
203,11945,todd barry,from heaven,5.2,david raposa
204,11332,thee silver mt zion memorial orchestra and tra la la band,13 blues for thirteen moons,5.2,brian howe
205,9592,whitey,the light at the end of the tunnel is a train,5.2,rob mitchum
206,12944,manchester orchestra,mean everything to nothing,5.2,eric harvey
207,14807,paul smith,margins,5.2,ian cohen
208,11564,paul haig,go out tonight,5.2,joshua klein
209,10393,ween,the friends,5.2,adam moerder
210,16624,jimmy edgar,majenta,5.2,larry fitzmaurice
211,12920,d rider,mother of curses,5.2,joshua klein
212,16096,kid sister,kiss and tell,5.2,zach kelly
213,11132,they might be giants,here come the 123s,5.2,douglas wolk
214,12917,jadakiss,the last kiss,5.2,jayson greene
215,12639,nickel eye,the time of the assassins,5.2,joshua klein
216,14331,ratatat,lp4,5.2,brian howe
217,10500,sia,lady croissant,5.2,roque strew
218,10868,moving units,hexes for exes,5.2,adam moerder
219,10917,patrick watson,close to paradise,5.2,eric harvey
220,22644,justice,woman,5.2,mehan jayasuriya
221,12513,ane brun,changing of the seasons,5.2,mark pytlik
222,22068,caveman,otero war,5.2,ian cohen
223,12309,crooked fingers,forfeit fortune,5.2,amy granzin
224,4838,lonesome organist,forms and follies,5.2,bill morris
225,10529,the coral,roots and echoes,5.2,stuart berman
226,12485,minus the bear,acoustics,5.2,joe tangari
227,1114,arthur brown,fire the arthur brown story,5.2,matt lemay
228,12317,various artists,nick and norahs infinite playlist,5.2,paul thompson
229,12299,david grubbs,an optimist notes the dusk,5.2,joshua klein
230,10875,mac lethal,1111,5.2,evan mcgarvey
231,11512,indian jewelry,free gold,5.2,andrew gaerig
232,12459,black moth super rainbow,drippers,5.2,joe colly
233,13836,the flaming lips stardeath and white dwarfs,The Flaming Lips and Stardeath and White Dwarfs with Henry Rollins and Peaches Doing The Dark Side of the Moon,5.2,rob mitchum
234,15554,ungdomskulen,gimme ten,5.2,nick neyland
235,16346,bodyguard,silica gel,5.2,nick neyland
236,15316,jamaica,no problem,5.2,zach kelly
237,4579,the killers,hot fuss,5.2,johnny loftus
238,9974,the frames,the cost,5.2,rob mitchum
239,21928,post malone,august 26th,5.2,sheldon pearce
240,11459,hymns,travel in herds,5.2,jessica suarez
241,4024,the hospitals,ive visited the island of jocks and jazz,5.2,matthew murphy
242,13208,client,command,5.2,marc hogan
243,16868,om,advaitic songs,5.2,mike powell
244,16396,tribes,baby,5.2,ian cohen
245,13310,psychedelic horseshit,golden oldies,5.2,paul thompson
246,16937,the darkness,hot cakes,5.2,stuart berman
247,12580,larkin grimm,parplar,5.2,amy granzin
248,14049,inspectah deck,manifesto,5.2,ian cohen
249,6904,martin rev,to live,5.2,chris dahlen
250,16925,why,sod in the seed,5.2,ian cohen
251,1004,buffalo daughter,wxbd,5.2,mark richard-san
252,12247,talkdemonic,eyes at half mast,5.2,robbie mackey
253,10941,sea wolf,leaves in the river,5.2,stephen m. deusner
254,6616,quasi,hot shit,5.2,rob mitchum
255,10219,wilco,sky blue sky,5.2,rob mitchum
256,4249,jets to brazil,perfecting loneliness,5.2,eric carr
257,15666,grieves,together apart,5.2,eric harvey
258,13621,noah and the whale,the first days of spring,5.2,paul thompson
259,16413,lee ranaldo,between the times and the tides,5.2,grayson currin
260,9976,wolf and cub,vessels,5.2,eric harvey
261,15601,painted palms,canopy,5.2,ian cohen
262,16834,mm,early birds,5.2,jess harvell
263,3494,gogol bordello,multi kontra culti vs irony,5.2,michael idov
264,17752,black rebel motorcycle club,specter at the feast,5.1,steven hyden
265,5692,nada surf,the proximity effect,5.1,ryan kearney
266,2368,dj me dj you,rainbows and robots,5.1,mark richard-san
267,21894,richard ashcroft,these people,5.1,stuart berman
268,1152,behold... the arctopus,nano nucleonic cyborg summoning,5.1,adam moerder
269,5917,the nein,wrath of circuits,5.1,ryan dombal
270,19766,zammuto,anchor,5.1,larry fitzmaurice
271,8915,youth group,skeleton jar,5.1,jason crock
272,2140,dag nasty,minority of one,5.1,william bowers
273,9162,gomez,how we operate,5.1,joe tangari
274,4642,laika,wherever i am i am what is missing,5.1,mark pytlik
275,9891,softlightes,say no to being cool say yes to being happy,5.1,marc hogan
276,22474,green day,revolution radio,5.1,brad nelson
277,14745,broken records,let me come home,5.1,rebecca raber
278,15610,atari teenage riot,is this hyperreal,5.1,tom breihan
279,15675,ada,meine zarten pfoten,5.1,joe colly
280,15241,derrick carter,fabric 56,5.1,andrew gaerig
282,5498,mull historical society,us,5.1,rob mitchum
283,10555,rilo kiley,under the blacklight,5.1,joshua klein
284,7447,squarepusher,go plastic,5.1,ryan schreiber
285,12350,gabriel kahane,gabriel kahane,5.1,joshua love
286,14815,houses,all night,5.1,larry fitzmaurice
287,8151,tribes of neurot,adaptation and survival the insect project,5.1,dominique leone
288,7346,sonic youth,demonlover,5.1,rob mitchum
289,18215,wale,the gifted,5.1,miles raymer
290,12366,glorytellers,glorytellers,5.1,david raposa
291,15373,the wave pictures,beer in the breakers,5.1,ian cohen
292,6482,prince paul,politics of the business,5.1,matt kallman
293,11906,daniel menche,animality,5.1,grayson currin
294,15176,james brown,james brown the singles volume ten 1975 1979,5.1,douglas wolk
295,20293,madonna,rebel heart,5.1,jessica hopper
296,12610,glass candy,deep gems,5.1,marc hogan
297,12251,cold war kids,loyalty to loyalty,5.1,ian cohen
298,22027,hot hot heat,hot hot heat,5.1,zoe camp
299,22489,banks,the altar,5.1,katherine st. asaph
300,12070,nico muhly,mothertongue,5.1,jayson greene
301,3161,fountains of wayne,utopia parkway,5.1,brent dicrescenzo
302,10592,various artists,guilt by association digital only bounus version,5.1,stephen m. deusner
303,12055,the music,strength in numbers,5.1,ian cohen
304,12072,cajun dance party,the colourful life,5.1,marc hogan
305,19937,kindness,otherness,5.1,andrew gaerig
306,2150,cynthia dall,sound restores young men,5.1,william bowers
307,20512,turn to crime,actions,5.1,jason heller
308,18561,lil wayne,dedication 5,5.1,corban goble
309,12970,throw me the statue,purpleface,5.1,paul thompson
310,520,bad religion,the process of belief,5.1,rob mitchum
311,9960,barr,summary,5.1,mark richardson
312,13537,ghostface killah,ghostdini the wizard of poetry in emerald city,5.1,tom breihan
313,370,luke haines the auteurs,das capital - the songwriting genius of luke haines and the auteurs,5.1,michael idov
314,11138,hayden,in field and town,5.1,robbie mackey
315,7718,the stills,logic will break your heart,5.1,william bowers
316,10131,yndi halda,enjoy eternal bliss,5.1,mark richardson
317,14217,cocorosie,grey oceans,5.1,ian cohen
318,4159,i am kloot,i am kloot,5.1,adam moerder
319,8444,venetian snares,winnipeg is a frozen shithole,5.1,cameron macdonald
320,13757,tape deck mountain,ghost,5.1,zach kelly
321,8242,obie trice,cheers,5.1,"choppa moussaoui, with help from mullah omar, ethan p, and "
322,722,bis,social dancing,5.1,brent dicrescenzo
323,13416,the cave singers,welcome joy,5.1,paul thompson
324,7855,paul simon,surprise,5.1,marc hogan
325,9548,the walkmen,pussy cats,5.1,jason crock
326,7455,st thomas,im coming home,5.1,brad haywood
327,13887,rogue wave,permalight,5.1,ian cohen
328,3431,the get up kids,red letter day,5.1,brent dicrescenzo
329,7816,sunset rubdown,snakes got a leg,5.1,rob mitchum
330,5424,morcheeba,fragments of freedom,5.1,al shipley
331,19408,klaxons,love frequency,5.1,ian cohen
332,21565,wiz khalifa,khalifa,5.1,kathy iandoli
333,1739,colder,heat,5.1,nick sylvester
334,4976,logh,sunset panorama,5.1,marc hogan
335,8146,travis,12 memories,5.1,william morris
336,14067,sweet apple,love and desperation,5.1,david raposa
337,11025,manchester orchestra,im like a virgin losing a child,5.1,liz colville
338,10997,blue states,first steps into,5.1,david raposa
339,5612,mcenroe and birdapres,nothing is cool,5.1,cameron macdonald
340,16840,richard hawley,standing at the skys edge,5.1,steven hyden
341,10158,amandine,solace in sore hands,5.1,grayson currin
342,13715,clare and the reasons,arrow,5.1,joshua love
343,2894,electronicat,voodoo man,5.1,nitsuh abebe
344,10989,speck mountain,summer above,5.1,stephen m. deusner
345,11050,midnight juggernauts,dystopia,5.1,mark pytlik
346,13659,molina and johnson,molina and johnson,5.1,stephen m. deusner
347,18969,lo fang,blue film,5.1,kyle kramer
348,13502,lcd soundsystem,4533 remixes,5.1,jess harvell
349,13693,snow patrol,up to now,5.1,tom breihan
350,11216,eric matthews,the imagination stage,5.1,joe tangari
351,10730,havoc,the kush,5.1,tom breihan
352,16529,the dandy warhols,this machine,5.1,stuart berman
353,10256,antelope,reflector,5.1,tom breihan
354,18924,current 93,i am the last of all the field that fell a channel,5.1,grayson haver currin
355,17335,matt and kim,lightning,5.1,steven hyden
356,11499,mates of state,re arrange us,5.1,adam moerder
357,10660,oh no oh my,between the devil and the sea,5.1,liz colville
358,9129,boy kill boy,civilian,5.1,rachel khong
359,1538,coldplay,a rush of blood to the head,5.1,joe tangari
360,8322,ziq,royal astronomy,5.1,ryan schreiber
361,19690,lil silva,mabel,5.1,larry fitzmaurice
362,21504,macklemore ryan lewis,this unruly mess ive made,5.1,jeremy gordon
363,19704,the rosebuds,sand  silence,5.1,stephen m. deusner
364,10362,the flowers of hell,the flowers of hell,5.1,grayson currin
365,16438,poor moon,illusion,5.1,rachael maddux
366,7789,gwen stefani,love angel music baby,5.1,nick sylvester
367,21641,masami akita and eiko ishibashi,kouen kyoudai,5.1,kevin lozano
368,6328,placebo,meds,5.1,joe tangari
369,16525,diamond rugs,diamond rugs,5.1,ian cohen
370,14381,kele,the boxer,5.1,joshua love
371,4149,isan,meet next life,5.1,mark pytlik
372,13842,kaito,trust,5.1,joe colly
373,6049,beth orton,pass in time the definitive collection,5.1,michael idov
374,4488,kleenex girl wonder,the smith album,5.0,matt lemay
375,15138,tahiti 80,the past the present and the possible,5.0,jess harvell
376,9080,purple city,the purple album,5.0,zach baron
377,5177,various artists,listen to what the man said popular artists pay tribute to the music of paul mccartney,5.0,joe tangari
378,20053,ben frost,v a r i a n t,5.0,brian howe
379,12419,strfkr,starfucker,5.0,rebecca raber
380,19298,trans am,volume x,5.0,jason heller
381,2919,eastern lane,the article,5.0,adam moerder
382,19202,sohn,tremors,5.0,ian cohen
383,442,jason anderson,new england,5.0,brandon stosuy
384,2407,julie doiron,broken girl,5.0,julianne escobedo shepherd
385,7335,songs ohia,howler,5.0,ryan kearney
386,18093,lesbian,forestelevision,5.0,grayson currin
387,15192,noah and the whale,last night on earth,5.0,eric grandy
388,13864,massive attack,heligoland,5.0,nate patrin
389,4267,joan of arc,in rape fantasy and terror sex we trust,5.0,julianne escobedo shepherd
390,22018,delorean,muzik,5.0,ian cohen
391,13749,sea wolf,white water white bloom,5.0,joshua love
392,15317,daft punk,tron legacy reconfigured,5.0,jess harvell
393,13708,neil young,dreamin man,5.0,joshua klein
394,1425,cherubino,bird,5.0,christopher f. schiel
395,22169,rattle,rattle,5.0,laura snapes
396,13873,delphic,acolyte,5.0,stephen trouss
397,22223,brendan canning,home wrecking years,5.0,pat healy
398,10522,northern state,can i keep this pen,5.0,zach baron
399,13981,bomb the bass,back to light,5.0,joshua klein
400,1290,capitol city dusters,rock creek,5.0,alison fields
401,18163,css,planta,5.0,puja patel
402,22078,james ferraro,human story 3,5.0,mehan jayasuriya
403,13651,morrissey,swords,5.0,stephen trouss
404,10266,jeff buckley,so real songs from jeff buckley,5.0,matt lemay
405,5642,marbles,expo,5.0,jason crock
406,21648,jennifer oconnor,surface noise,5.0,allison hussey
407,8522,valley of the giants,westworld,5.0,sam ubl
408,6008,yuji oniki,tvi,5.0,dominique leone
409,5100,maquiladora,what the day was dreaming,5.0,joe tangari
410,14706,soundgarden,telephantasm,5.0,david raposa
411,13290,esser,braveface,5.0,patrick sisson
412,14677,tricky,mixed race,5.0,jess harvell
413,4381,kammerflimmer kollektief,hysteria,5.0,luke buckman
414,14652,weezer,hurley,5.0,ian cohen
415,12999,harlem shakes,technicolor health,5.0,joshua klein
416,8235,thor,triumphant,5.0,william bowers
417,18758,beachwood sparks,desert skies,5.0,stephen m. deusner
418,14587,the dandy warhols,the capitol years 1995 2007,5.0,stuart berman
419,5362,modest mouse,the moon and antarctica,5.0,stephen m. deusner
420,21384,bloc party,hymns,5.0,jazz monroe
421,15111,bright eyes,the peoples key,5.0,david bevan
422,1248,call and response,call and response,5.0,jason nickey
423,19787,banks,goddess,5.0,andrew ryce
424,6463,preston school of industry,monsoon,5.0,jt ramsay
425,10090,radical face,ghost,5.0,mark richardson
426,14483,thieves like us,again and again,5.0,brian howe
427,702,bonnie prince billy,greatest palace music,5.0,alex linhardt
428,19647,willis earl beal,experiments in time,5.0,stuart berman
429,18645,pearl jam,lightning bolt,5.0,stuart berman
430,7232,slackjaw,darkest hour,5.0,alison fields
431,6478,various artists,if i was prince,5.0,nathan rooney
432,13189,miike snow,miike snow,5.0,marc hogan
433,14542,bun b,trill og,5.0,tom breihan
434,7670,rob swift,wargames,5.0,jamin warren
435,343,atmosphere,headshots se7en,5.0,peter macia
436,10349,fridge,the sun,5.0,ryan dombal
437,7954,jad fair teenage fanclub,words of wisdom and hope,5.0,joe tangari
438,5344,moby,play,5.0,brent dicrescenzo
439,13587,grand archives,keep in mind frankenstein,5.0,ian cohen
440,5374,moistboyz,iv,5.0,brian howe
441,4369,k,new problems,5.0,jason nickey
442,89,mitchell akiyama,hope that lines dont cross,5.0,christopher dare
443,4389,karera musication,koroshiya ichi,5.0,dominique leone
444,14113,david byrne fatboy slim,here lies love,5.0,jess harvell
445,14106,the bundles,the bundles,5.0,paul thompson
446,5146,mates of state,our constant concern,5.0,rob mitchum
447,9209,david bazan,fewer moving parts,5.0,john motley
448,18196,noah and the whale,heart of nowhere,5.0,dean van nguyen
449,14130,cibelle,las venus resort palace hotel,5.0,joshua love
450,10030,unsane,visqueen,5.0,marc masters
451,21489,basement,promise everything,5.0,zoe camp
452,9038,single frame,everything wants to be used for what it was made for,5.0,sam ubl
453,8358,unkle,never never land,5.0,scott plagenhoef
454,12876,mike bones,a fool for everyone,5.0,david raposa
455,3276,the fire theft,fire theft,5.0,nick sylvester
456,14908,british sea power,zeus ep,5.0,larry fitzmaurice
457,14151,rafter,animal feelings,5.0,rebecca raber
458,14881,massive attack,atlas air,5.0,jess harvell
459,7501,stereolab,instant 0 in the universe,5.0,dominique leone
460,4054,ida,the braille night,5.0,kristin sage rockermann
461,12933,agoraphobic nosebleed,agorapocalypse,5.0,cosmo lee
462,14856,orchestral manoeuvres in the dark,history of modern,5.0,jess harvell
463,18396,red fang,whales and leeches,5.0,grayson currin
464,10247,night canopy,of honey and country,5.0,adam moerder
465,12410,travis,ode to j smith,5.0,ian cohen
466,20749,ratatat,magnifique,5.0,matthew ramirez
467,17722,darwin deez,songs for imaginative people,5.0,laura snapes
468,21305,various artists,chi raq,5.0,kris ex
469,10573,airiel,the battle of sealand,5.0,liz colville
470,16051,onra,chinoiseries pt 2,5.0,larry fitzmaurice
471,6505,pullman,viewfinder,5.0,paul cooper
472,16481,oberhofer,time capsules ii,5.0,stuart berman
473,8386,unsane,blood run,5.0,brandon stosuy
474,11229,tift merritt,another country,5.0,joshua love
475,15989,weird wives,some motherfuckers gonna be walking round with a size 9 diehard up their ass,5.0,ian cohen
476,11230,mike doughty,golden delicious,5.0,ben westhoff
477,17920,snoop lion,reincarnated,5.0,craig jenkins
478,21854,original cast of wonderland,songs from wonderland,5.0,katherine st. asaph
479,7359,sorry about dresden,let it rest,5.0,brandon stosuy
480,21856,britta phillips,luck or magic,5.0,lindsay hood
481,9647,jay z,kingdom come,5.0,peter macia
482,15910,janes addiction,the great escape artist,5.0,stuart berman
483,11554,james pants,welcome,5.0,nate patrin
484,805,blonde redhead,melodie citronique,5.0,s. murray
485,1158,the blue van,the art of rolling,5.0,adam moerder
486,12144,the lord dog bird,the lord dog bird,5.0,amy granzin
487,16695,dntel,aimlessness,5.0,mike powell
488,4039,i am the world trade center,the tight connection,5.0,rob mitchum
489,5523,the music,welcome to the north,5.0,joe tangari
490,11071,june panic,songs from purgatory cassette recordings 1991 1996,5.0,joe tangari
491,6553,ariel pinks haunted graffiti,the doldrums,5.0,nick sylvester
492,21976,die antwoord,suck on this,5.0,rebecca haithcoat
493,10710,steve earle,washington square serenade,5.0,stephen m. deusner
494,9852,various artists,endless highway the music of the band,5.0,amanda petrusich
495,11289,nine inch nails,ghosts i iv,5.0,tom breihan
496,4754,lesser,c64 massive sidplay party mix cd,5.0,mark martelli
497,17792,depeche mode,delta machine,5.0,douglas wolk
